path,stream,bytes,sha256,source_url,archive_sha256,download_date
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta08/V-vta8.csv,V-,753939,93cef7816fb58c250c87bfa3dc02bce8a3a3c211ba08ee72b4a9d4dddf00d481,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta09/S-Vta9.csv,S-,29554,150b73335a4283e2aba5aa8c5320d32271bf20546005e7f5f60918d8381f5475,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta09/V-vta9.csv,V-,33110,4f662af06a2ab067efc4741a2b39f478f59e802f763b7bce5d376f420d9de63b,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta10/S-Vta10.csv,S-,279232,212ba000dbad28b3375cb0e6a3b205a0415be2f3248ecff35e0c3db0089cf0a7,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta10/V-vta10.csv,V-,317921,6f9911ce3037bf56e8c56b52dd5a87aa70088fe645daed359a5e69578a319834,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta11/S-Vta11.csv,S-,95272,af147288035d510dc6b315959b7b36dc63d5b327d57c8a9578bc573c18734128,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta11/V-vta11.csv,V-,111690,e9d6bf8959e32ea8ab098741a11de015d64d00c1a326c3c175916d5b678a7083,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta12/S-Vta12.csv,S-,114418,9dc5cfe05e00e91feb1f6bf45e19e2c152567776bc6507bfaf037ffa63cd8662,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta12/V-vta12.csv,V-,128904,21c4f30690769a052de0f97125d4c0e455e7fc527bd8d3e98e34e8bfb2bee81b,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta13/S-Vta13.csv,S-,76217,b4a8f30e4fa8c1399c9c4d58a8220305d233e99789f2997e47be9dbb2dfa1eb0,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta13/V-vta13.csv,V-,86963,398df644de6920ef827742a99166cf05c5728f4dddf1379b993123c62419677b,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta14/S-Vta14.csv,S-,540523,49535f49178bb6c542a62fe57747adc19164fbf3a4a7b0afee19d5cc2bee6894,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta14/V-vta14.csv,V-,612352,ddd26e084b97fe661ae6e783efbdbc5f45add9e5288cf7800370577ff2bc2b08,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta15/S-Vta15.csv,S-,156907,9404fbd7420b32f5ca6f369e8a1377bbf854b5b6e3ee38a137c67bf73db5d7f7,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta15/V-vta15.csv,V-,175132,313565b6b7a44f7e80939527063b87519c0f5bc1937fa84683585e4287076100,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta16/S-Vta16.csv,S-,2111083,efef0aa0fae9e4cc0a40a85335a013fccb96797175819d46d97dfb13a854ce02,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta16/V-vta16.csv,V-,2410634,07cc3f87b51c3e68cdf517cb296e68bf0d17f49230baa724bbe96736af2c9da3,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta17/S-Vta17.csv,S-,839635,d918e507f6cf2b0c38004a61e90211e0c43c0a69fe268b468bb0471d80b439ab,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta17/V-vta17.csv,V-,972437,21dbfe17ff301ac645e0a2be39fd45d9da758d087ccf9e95875b90225a193781,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta19/S-Vta19.csv,S-,54578,695cf51819c0f0f8b7894df11af667ab2e819bfff991330ceb8d4a3492a22428,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta19/V-vta19.csv,V-,61675,e5e7fb443b7a92a20ca13cae51d51a73330edda63786f1f7fb37b27aa45d80bc,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta20/S-Vta20.csv,S-,582891,82c7e730c3aefbc0bbdc6fc9b9d3d6c20071e392bbdf34b78736f54e99632260,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta20/V-vta20.csv,V-,596090,a5e1f1e6afba77c64cc0a16f389d859f75ea22196cdfca82a523e148c0eafd93,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta21/S-Vta21.csv,S-,388495,f22951b5bc4fed96a34f9affcb7c1c7118a4461ba8f3c22d910398a5f44d248c,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta21/V-vta21.csv,V-,450180,82687cefc4799459174ad6f7411fdea28250146d29144ed210c4188aad0999f4,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta22/S-Vta22.csv,S-,290331,9291970633a370e9f89e966b1790193f80ccce7b4c32a162ac2eed0a1a2b4a82,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta22/V-vta22.csv,V-,338739,ddd4bb7ffd3aaf080e55c61c4ea5f92388b255fb65405188fa0932cc0dcfcf5c,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta23/S-Vta23.csv,S-,206507,c5f9f4161bd33ec880d4cabab48189a02db647f86315860dd21bb48f5764cd75,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta23/V-vta23.csv,V-,242444,8b3508e408d88064cea06fe861879d79c92e368abf43706b87b7cce9ace42d8d,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta24/S-Vta24.csv,S-,217212,ae6059b51b52fd216c38f4f9f26893207fec80e5a9c75991a51c709b1766f8ce,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta24/V-vta24.csv,V-,250448,db3726bc5e11c73f1623ff74da229726d014e04a4dbf5ded403906f23ed8f3e5,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta25/S-Vta25.csv,S-,118562,9ff0c54126af8ccb8bd2707f2cb01505b87d823b74898a55999c312ae3ac69a1,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
IO-VNBD/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta25/V-vta25.csv,V-,135915,4241b50add001a19bab00fa0e165b88fd2280f74fcbae46539c6f8bcc893f79a,https://github.com/onyekpeu/IO-VNBD (git-lfs: 'Synchronised V abd S datasets.zip'),624003b0bfb3d221114eb262dd02f21f7dba74fb25d8045b4b8ac684956d2855,2026-08-27
